month,week,hour,weather,temperature,ordernum
10,6,13,1,12,20216
10,6,14,1,12,19768
10,6,15,1,13,19836
10,6,16,1,12,18093
10,6,17,1,11,20223
10,6,18,1,12,22068
10,6,19,1,11,22363
10,6,20,1,12,20897
10,6,21,1,12,20789
10,6,22,1,11,21022
10,6,23,1,12,20982
11,7,0,1,12,19582
11,7,1,1,13,36476
11,7,2,1,12,15541
11,7,3,1,13,12282
11,7,4,1,12,7716
11,7,5,1,13,5726
11,7,6,1,13,5167
11,7,7,1,13,5556
11,7,8,1,14,6818
11,7,9,1,14,9951
11,7,10,1,15,13397
11,7,11,1,16,15532
11,7,12,1,17,17249
11,7,13,1,17,17013
11,7,14,1,17,16866
11,7,15,1,18,16094
11,7,16,1,18,15351
11,7,17,1,18,15822
11,7,18,1,17,17786
11,7,19,1,16,17787
11,7,20,1,17,15742
11,7,21,1,16,14706
11,7,22,1,16,12337
11,7,23,1,16,10403
11,1,0,1,15,6662
11,1,1,1,15,4456
11,1,2,1,14,2271
11,1,3,1,13,1615
11,1,4,1,13,2181
11,1,5,1,13,3950
11,1,6,1,13,9893
11,1,7,1,13,15731
11,1,8,1,14,17315
11,1,9,1,14,16672
11,1,10,1,16,15661
11,1,11,1,16,15657
11,1,12,1,17,15915
11,1,13,1,17,16359
11,1,14,1,17,17368
11,1,15,1,17,17024
11,1,16,1,17,14912
11,1,17,1,16,17917
11,1,18,1,16,21313
11,1,19,1,16,20634
11,1,20,1,15,19547
11,1,21,1,15,18915
11,1,22,1,14,16659
11,1,23,1,13,12002
11,2,0,1,13,7371
11,2,1,1,13,4075
11,2,2,1,13,2558
11,2,3,1,12,1760
11,2,4,1,12,1977
11,2,5,1,11,3541
11,2,6,1,11,9314
11,2,7,1,10,15657
11,2,8,1,12,17726
11,2,9,1,15,16553
11,2,10,1,16,15800
11,2,11,1,18,15976
11,2,12,1,20,16579
11,2,13,1,22,16331
11,2,14,1,22,17925
11,2,15,1,22,17147
11,2,16,1,22,15031
11,2,17,1,21,18208
11,2,18,1,21,22787
11,2,19,1,20,22509
11,2,20,1,19,21708
11,2,21,1,19,22447
11,2,22,1,19,20040
11,2,23,1,18,13777
11,3,0,1,17,8155
11,3,1,1,16,4636
11,3,2,1,14,2949
11,3,3,1,14,1958
11,3,4,1,14,1987
11,3,5,1,14,3352
11,3,6,1,14,9608
11,3,7,1,13,17075
11,3,8,1,16,19039
11,3,9,1,17,17957
11,3,10,1,18,16708
11,3,11,1,19,16825
11,3,12,1,21,17099
11,3,13,1,21,16926
11,3,14,1,21,18000
11,3,15,1,20,16950
11,3,16,1,18,14402
11,3,17,1,17,18282
11,3,18,1,16,22740
11,3,19,1,16,23309
11,3,20,1,16,23593
11,3,21,1,16,24042
11,3,22,1,15,21502
11,3,23,1,15,16483
11,4,0,1,15,10129
11,4,1,1,14,6006
11,4,2,1,14,3715
11,4,3,1,14,2309
11,4,4,1,14,2248
11,4,5,1,15,3580
11,4,6,1,15,9919
11,4,7,1,16,16808
11,4,8,1,17,18782
11,4,9,1,18,18629
11,4,10,1,18,17514
11,4,11,2,19,18470
11,4,12,2,19,17821
11,4,13,1,21,17980
11,4,14,1,22,19184
11,4,15,1,21,18072
11,4,16,1,21,14703
11,4,17,1,19,17856
11,4,18,1,19,22476
11,4,19,1,19,22864
11,4,20,1,20,23752
11,4,21,1,20,24443
11,4,22,1,20,22752
11,4,23,1,20,19883
11,5,0,1,20,13892
11,5,1,1,20,8924
11,5,2,1,21,5456
11,5,3,1,20,3746
11,5,4,1,19,3074
11,5,5,1,19,3737
11,5,6,1,19,9567
11,5,7,1,19,16808
11,5,8,1,21,18996
11,5,9,1,21,18547
11,5,10,1,21,17095
11,5,11,1,22,17550
11,5,12,1,22,17961
11,5,13,1,22,17742
11,5,14,1,23,18803
11,5,15,1,23,17357
11,5,16,1,23,14774
11,5,17,1,22,19011
11,5,18,1,22,23438
11,5,19,1,22,25480
11,5,20,1,22,22563
11,5,21,1,22,22450
11,5,22,1,22,24308
11,5,23,1,21,22948
11,6,0,1,21,20158
11,6,1,1,22,17512
11,6,2,1,22,14282
11,6,3,1,21,10592
11,6,4,1,21,6523
11,6,5,1,19,3270
11,6,6,1,17,4001
11,6,7,1,17,6698
11,6,8,1,17,10458
11,6,9,1,17,14351
11,6,10,1,17,16819
11,6,11,1,17,19171
11,6,12,1,17,20611
11,6,13,1,17,20973
11,6,14,1,17,19960
11,6,15,1,16,20265
11,6,16,1,16,17473
11,6,17,1,15,19888
11,6,18,1,14,23636
11,6,19,1,14,24646
11,6,20,1,13,20796
11,6,21,1,13,20778
11,6,22,1,12,23581
11,6,23,1,12,24070
11,7,0,1,12,22109
11,7,1,1,11,19816
11,7,2,1,11,16558
11,7,3,1,10,12184
11,7,4,1,9,7465
11,7,5,1,8,3269
11,7,6,1,8,3459
11,7,7,1,8,5034
11,7,8,1,8,8193
11,7,9,1,9,12421
11,7,10,1,10,16452
11,7,11,1,11,18589
11,7,12,1,12,20086
11,7,13,1,13,19708
11,7,14,1,13,19952
11,7,15,1,13,19208
11,7,16,1,13,18075
11,7,17,1,12,18923
11,7,18,1,12,19418
11,7,19,1,11,18283
11,7,20,1,10,15907
11,7,21,1,10,14982
11,7,22,1,11,12977
11,7,23,1,10,9543
11,1,0,1,10,6055
11,1,1,1,9,3657
11,1,2,1,8,2201
11,1,3,1,8,1527
11,1,4,1,8,1924
11,1,5,1,8,3524
11,1,6,1,6,9430
11,1,7,1,7,15722
11,1,8,1,8,17966
11,1,9,1,11,17223
11,1,10,1,12,15778
11,1,11,1,12,15194
11,1,12,1,14,15881
11,1,13,1,14,15789
11,1,14,1,14,17482
11,1,15,1,14,17277
11,1,16,1,13,15613
11,1,17,1,13,19035
11,1,18,1,12,22528
11,1,19,1,13,21366
11,1,20,1,13,20506
11,1,21,1,13,20189
11,1,22,1,12,16819
11,1,23,1,13,11885
11,2,0,1,12,7035
11,2,1,1,12,4111
11,2,2,1,12,2639
11,2,3,1,13,1680
11,2,4,1,13,1687
11,2,5,1,13,3366
11,2,6,1,13,9452
11,2,7,1,13,17340
11,2,8,1,13,19935
11,2,9,2,14,18577
11,2,10,2,14,17741
11,2,11,2,14,17380
11,2,12,2,13,17112
11,2,13,2,13,17015
11,2,14,2,13,17437
11,2,15,2,13,16087
11,2,16,2,13,12995
11,2,17,2,12,16732
11,2,18,1,12,21645
11,2,19,1,12,23048
11,2,20,1,12,23034
11,2,21,1,11,23917
11,2,22,2,11,21242
11,2,23,2,11,16670
11,3,0,2,11,10509
11,3,1,2,11,5967
11,3,2,2,10,3507
11,3,3,2,10,2325
11,3,4,2,10,2146
11,3,5,2,10,3353
11,3,6,1,10,8437
11,3,7,1,10,15836
11,3,8,1,10,18011
11,3,9,1,11,17327
11,3,10,1,11,16204
11,3,11,1,12,15826
11,3,12,1,12,16358
11,3,13,1,12,15832
11,3,14,1,14,16309
11,3,15,1,14,15473
11,3,16,1,14,13166
11,3,17,1,14,17124
11,3,18,1,13,22333
11,3,19,1,13,23590
11,3,20,1,13,23044
11,3,21,1,13,22501
11,3,22,1,13,21049
11,3,23,1,12,16559
11,4,0,1,12,10760
11,4,1,1,12,6092
11,4,2,1,11,3811
11,4,3,1,11,2626
11,4,4,1,11,2364
11,4,5,1,11,3538
11,4,6,1,11,9400
11,4,7,1,12,17403
11,4,8,1,12,19959
11,4,9,1,13,18741
11,4,10,1,14,17341
11,4,11,1,14,17842
11,4,12,2,14,17718
11,4,13,2,14,18132
11,4,14,2,14,18320
11,4,15,1,14,17117
11,4,16,1,15,14344
11,4,17,1,16,18715
11,4,18,1,16,23055
11,4,19,1,15,23789
11,4,20,1,15,24212
11,4,21,2,14,25148
11,4,22,1,15,23398
11,4,23,1,14,20836
11,5,0,1,13,15112
11,5,1,1,13,9680
11,5,2,1,12,5915
11,5,3,1,13,3875
11,5,4,1,13,3254
11,5,5,1,13,3854
11,5,6,1,13,9023
11,5,7,1,13,16527
11,5,8,1,13,19285
11,5,9,1,13,18415
11,5,10,1,13,17186
11,5,11,1,14,17274
11,5,12,1,14,17507
11,5,13,1,14,17710
11,5,14,1,13,18864
11,5,15,1,12,17162
11,5,16,1,12,14621
11,5,17,1,11,18708
11,5,18,1,11,23598
11,5,19,1,11,25378
11,5,20,1,10,24082
11,5,21,1,10,24550
11,5,22,1,9,25093
11,5,23,1,8,24259
11,6,0,1,8,21401
11,6,1,1,8,17886
11,6,2,1,7,14944
11,6,3,1,7,10850
11,6,4,1,6,6692
11,6,5,1,7,3128
11,6,6,1,7,3999
11,6,7,1,7,6215
11,6,8,1,8,10244
11,6,9,1,8,14315
11,6,10,1,8,17161
11,6,11,1,8,19326
11,6,12,1,9,20689
11,6,13,1,8,20672
11,6,14,1,9,20190
11,6,15,1,9,20545
11,6,16,1,8,17284
11,6,17,1,8,19263
11,6,18,1,7,23257
11,6,19,1,7,24434
11,6,20,1,6,20950
11,6,21,1,6,21040
11,6,22,1,6,23288
11,6,23,1,6,23536
11,7,0,1,6,21514
11,7,1,1,5,20020
11,7,2,1,5,16937
11,7,3,1,4,12577
11,7,4,1,4,7834
11,7,5,1,4,3450
11,7,6,1,4,3430
11,7,7,1,4,4597
11,7,8,1,5,7449
11,7,9,1,7,11407
11,7,10,1,7,15774
11,7,11,1,8,18597
11,7,12,1,11,19580
11,7,13,1,12,19222
11,7,14,1,13,19147
11,7,15,1,14,18369
11,7,16,1,14,16929
11,7,17,1,13,17598
11,7,18,1,14,18246
11,7,19,1,13,16378
11,7,20,1,13,15948
11,7,21,1,13,14974
11,7,22,1,13,12475
11,7,23,1,13,9439
11,1,0,1,12,5977
11,1,1,1,13,3517
11,1,2,1,13,2091
11,1,3,1,12,1624
11,1,4,1,12,1953
11,1,5,1,11,3619
11,1,6,1,11,9380
11,1,7,1,12,15706
11,1,8,1,12,17663
11,1,9,1,14,16917
11,1,10,1,14,14847
11,1,11,1,16,15235
11,1,12,1,17,15151
11,1,13,1,18,15165
11,1,14,1,19,16657
11,1,15,1,19,16912
11,1,16,1,19,15229
11,1,17,1,18,18092
11,1,18,1,17,21958
11,1,19,1,16,21712
11,1,20,1,15,20523
11,1,21,1,14,19828
11,1,22,1,14,17486
11,1,23,1,12,12746
11,2,0,1,11,7373
11,2,1,1,10,4333
11,2,2,1,9,2711
11,2,3,1,8,1790
11,2,4,1,7,1827
11,2,5,1,6,3285
11,2,6,1,5,9451
11,2,7,1,4,17181
11,2,8,1,4,19780
11,2,9,1,6,18816
11,2,10,1,7,16797
11,2,11,1,8,16741
11,2,12,1,8,17035
11,2,13,1,9,16857
11,2,14,1,9,18399
11,2,15,1,9,17632
11,2,16,1,8,14821
11,2,17,1,8,19163
11,2,18,1,7,23306
11,2,19,1,7,23556
11,2,20,1,7,23431
11,2,21,1,7,24198
11,2,22,1,7,20944
11,2,23,1,8,15091
11,3,0,1,8,9140
11,3,1,1,8,5181
11,3,2,1,8,3268
11,3,3,1,8,2018
11,3,4,1,8,2020
11,3,5,1,8,3293
11,3,6,1,8,9598
11,3,7,1,9,17906
11,3,8,1,10,20447
11,3,9,1,11,18741
11,3,10,1,12,16998
11,3,11,1,14,17031
11,3,12,1,14,17588
11,3,13,1,14,17362
11,3,14,1,14,18309
11,3,15,1,14,16950
11,3,16,1,14,13890
11,3,17,1,14,17862
11,3,18,1,13,22806
11,3,19,1,14,23448
11,3,20,1,14,23989
11,3,21,1,14,24017
11,3,22,1,14,22017
11,3,23,1,14,16537
11,4,0,1,14,10855
11,4,1,1,14,6429
11,4,2,1,14,4072
11,4,3,1,14,2649
11,4,4,1,14,2390
11,4,5,1,14,3358
11,4,6,1,15,9857
11,4,7,1,15,18159
11,4,8,1,16,20045
11,4,9,1,16,19070
11,4,10,1,17,18383
11,4,11,1,17,17424
11,4,12,1,16,17618
11,4,13,2,16,17587
11,4,14,1,16,18601
11,4,15,2,16,16387
11,4,16,2,17,13243
11,4,17,2,16,16617
11,4,18,2,16,20702
11,4,19,2,17,21848
11,4,20,2,17,23044
11,4,21,2,17,22525
11,4,22,2,17,21199
11,4,23,2,17,17614
11,5,0,2,17,13774
11,5,1,1,18,9433
11,5,2,1,17,5695
11,5,3,1,17,3638
11,5,4,1,16,3125
11,5,5,1,14,3830
11,5,6,1,14,9743
11,5,7,1,13,16805
11,5,8,1,12,19362
11,5,9,1,12,18428
11,5,10,1,12,17423
11,5,11,1,13,17762
11,5,12,1,13,17754
11,5,13,1,13,17649
11,5,14,1,13,18889
11,5,15,1,13,17152
11,5,16,1,13,14153
11,5,17,1,12,18093
11,5,18,1,11,23269
11,5,19,1,11,24851
11,5,20,1,9,23177
11,5,21,1,9,23214
11,5,22,1,8,24256
11,5,23,1,8,23330
11,6,0,1,8,20561
11,6,1,1,7,18142
11,6,2,1,7,14815
11,6,3,1,6,10755
11,6,4,1,6,6736
11,6,5,1,6,3257
11,6,6,1,6,4260
11,6,7,1,6,6387
11,6,8,1,6,9910
11,6,9,1,7,14125
11,6,10,1,7,16846
11,6,11,1,8,18912
11,6,12,1,9,20636
11,6,13,1,10,20269
11,6,14,1,10,19903
11,6,15,1,10,20319
11,6,16,1,9,17459
11,6,17,1,9,19496
11,6,18,1,9,22942
11,6,19,1,10,23981
11,6,20,1,10,20044
11,6,21,1,10,19823
11,6,22,1,11,22542
11,6,23,1,11,23410
11,7,0,1,12,21398
11,7,1,1,12,19541
11,7,2,1,12,16408
11,7,3,1,13,12377
11,7,4,2,12,7287
11,7,5,1,12,3315
11,7,6,1,12,3472
11,7,7,1,11,4661
11,7,8,1,11,7137
11,7,9,1,11,10772
11,7,10,1,11,15206
11,7,11,1,10,17689
11,7,12,1,10,19698
11,7,13,1,9,19502
11,7,14,1,9,19248
11,7,15,1,9,18938
11,7,16,1,9,17385
11,7,17,1,9,18015
11,7,18,1,9,18535
11,7,19,1,9,17016
11,7,20,1,8,14914
11,7,21,1,8,14099
11,7,22,1,7,12265
11,7,23,1,7,9079
11,1,0,1,6,5696
11,1,1,1,5,3241
11,1,2,1,4,2034
11,1,3,1,3,1527
11,1,4,1,3,1828
11,1,5,2,2,3157
11,1,6,2,2,9216
11,1,7,2,1,15794
11,1,8,2,2,18628
11,1,9,2,2,17681
11,1,10,1,3,16007
11,1,11,1,5,15941
11,1,12,1,4,17057
11,1,13,1,6,16782
11,1,14,1,5,18386
11,1,15,1,6,18261
11,1,16,1,5,15659
11,1,17,1,4,19272
11,1,18,1,3,22584
11,1,19,1,3,22777
11,1,20,2,2,21711
11,1,21,2,2,21435
11,1,22,2,1,18502
11,1,23,2,1,12106
11,2,0,2,1,7916
11,2,1,2,1,4261
11,2,2,2,1,2633
11,2,3,2,1,1749
11,2,4,2,0,1989
11,2,5,2,1,3556
11,2,6,2,1,9423
11,2,7,2,1,16566
11,2,8,1,3,19283
11,2,9,1,3,18789
11,2,10,1,4,17264
11,2,11,1,5,17442
11,2,12,1,6,18105
11,2,13,1,7,18085
11,2,14,1,7,19190
11,2,15,1,7,17654
11,2,16,1,7,13653
11,2,17,1,7,16977
11,2,18,1,7,21242
11,2,19,1,7,21804
11,2,20,1,7,21465
11,2,21,1,6,21185
11,2,22,1,6,19346
11,2,23,1,4,16296
11,3,0,1,4,11608
11,3,1,1,4,6483
11,3,2,1,4,4046
11,3,3,1,4,2771
11,3,4,1,4,2782
11,3,5,1,3,3673
11,3,6,2,2,8334
11,3,7,1,3,13628
11,3,8,1,4,16786
11,3,9,1,6,17166
11,3,10,1,7,16182
11,3,11,1,8,17224
11,3,12,1,8,18503
11,3,13,1,9,18479
11,3,14,1,9,18391
11,3,15,1,8,17009
11,3,16,1,8,14533
11,3,17,1,7,17416
11,3,18,1,7,19954
11,3,19,1,7,19151
11,3,20,1,7,16509
11,3,21,1,7,16440
11,3,22,1,7,16079
11,3,23,1,7,13712
11,4,0,1,7,11036
11,4,1,1,7,8718
11,4,2,1,7,6824
11,4,3,1,6,5206
11,4,4,1,6,3970
11,4,5,1,6,3006
11,4,6,1,6,4215
11,4,7,1,6,5493
11,4,8,1,6,6392
11,4,9,1,8,7171
11,4,10,1,10,8365
11,4,11,1,13,10286
11,4,12,1,14,11104
11,4,13,1,15,11421
11,4,14,1,16,11636
11,4,15,1,15,12148
11,4,16,1,14,11155
11,4,17,1,13,10630
11,4,18,1,13,10273
11,4,19,1,13,10820
11,4,20,1,13,11360
11,4,21,1,13,11731
11,4,22,1,13,11293
11,4,23,1,13,8323
11,5,0,1,13,6113
11,5,1,1,13,4092
11,5,2,1,12,2747
11,5,3,1,11,1976
11,5,4,1,11,1829
11,5,5,1,11,1607
11,5,6,1,11,3141
11,5,7,1,12,4925
11,5,8,1,12,6748
11,5,9,1,14,8713
11,5,10,1,14,10800
11,5,11,1,14,12083
11,5,12,1,16,13895
11,5,13,1,17,14976
11,5,14,1,17,15492
11,5,15,1,18,15820
11,5,16,1,18,15496
11,5,17,1,17,16941
11,5,18,1,16,17570
11,5,19,1,16,17712
11,5,20,1,16,14235
11,5,21,1,15,14646
11,5,22,1,14,16104
11,5,23,1,14,14531
11,6,0,1,14,12156
11,6,1,1,14,10166
11,6,2,1,13,8403
11,6,3,1,13,6505
11,6,4,1,13,4520
11,6,5,1,13,2281
11,6,6,1,13,2579
11,6,7,1,13,3711
11,6,8,1,14,5834
11,6,9,1,14,8951
11,6,10,1,16,12060
11,6,11,1,17,14353
11,6,12,1,17,16353
11,6,13,1,16,19083
11,6,14,1,16,19927
11,6,15,1,13,18920
11,6,16,1,11,17305
11,6,17,1,9,18028
11,6,18,1,9,19677
11,6,19,1,8,21057
11,6,20,1,7,17582
11,6,21,1,7,17408
11,6,22,1,7,19085
11,6,23,1,6,19470
11,7,0,1,6,16109
11,7,1,1,6,13859
11,7,2,1,5,11328
11,7,3,1,5,8591
11,7,4,1,4,5799
11,7,5,1,4,2824
11,7,6,1,4,3106
11,7,7,1,4,4340
11,7,8,1,3,6961
11,7,9,1,3,9771
11,7,10,1,3,13517
11,7,11,1,4,15103
11,7,12,1,4,17034
11,7,13,1,7,17041
11,7,14,1,7,17809
11,7,15,1,8,17391
11,7,16,1,8,17090
11,7,17,1,7,17587
11,7,18,1,6,18563
11,7,19,1,6,17268
11,7,20,1,5,15616
11,7,21,1,4,14497
11,7,22,1,4,12744
11,7,23,1,4,9036
11,1,0,1,3,6213
11,1,1,1,3,3234
11,1,2,1,2,1807
11,1,3,1,2,1443
11,1,4,1,2,1691
11,1,5,1,2,3392
11,1,6,1,1,9319
11,1,7,1,2,15941
11,1,8,1,2,18487
11,1,9,1,3,17684
11,1,10,1,3,15375
11,1,11,1,5,15299
11,1,12,1,6,16037
11,1,13,1,6,15694
11,1,14,1,7,17039
11,1,15,1,7,17360
11,1,16,1,6,15485
11,1,17,1,6,18234
11,1,18,1,7,21856
11,1,19,1,6,21369
11,1,20,1,7,20373
11,1,21,1,7,19546
11,1,22,1,7,15773
11,1,23,1,7,10858
12,2,0,1,7,6948
12,2,1,2,7,3831
12,2,2,2,7,2460
12,2,3,2,7,1712
12,2,4,2,7,1819
12,2,5,2,7,3547
12,2,6,2,7,10054
12,2,7,2,7,17377
12,2,8,1,8,19957
12,2,9,1,8,19046
12,2,10,2,9,17473
12,2,11,1,11,17119
12,2,12,1,10,17172
12,2,13,1,10,17438
12,2,14,2,9,18707
12,2,15,2,9,17285
12,2,16,2,9,13621
12,2,17,1,9,16906
12,2,18,1,9,21192
12,2,19,2,9,22205
12,2,20,2,8,22393
12,2,21,2,9,22325
12,2,22,2,9,19486
12,2,23,1,8,14405
12,3,0,1,8,8609
12,3,1,1,8,4991
12,3,2,1,8,2894
12,3,3,1,8,1982
12,3,4,2,8,2005
12,3,5,2,8,3367
12,3,6,2,8,9587
12,3,7,1,8,17592
12,3,8,1,9,20310
12,3,9,2,9,19534
12,3,10,2,9,17179
12,3,11,2,11,16414
12,3,12,1,11,17673
12,3,13,2,11,17256
12,3,14,2,11,17952
12,3,15,1,11,17004
12,3,16,2,12,12945
12,3,17,2,12,16771
12,3,18,2,13,20555
12,3,19,1,13,22131
12,3,20,1,13,21578
12,3,21,1,14,22406
12,3,22,1,14,21334
12,3,23,1,13,17648
12,4,0,1,12,10969
12,4,1,1,12,6421
12,4,2,1,12,3920
12,4,3,1,12,2435
12,4,4,1,11,2315
12,4,5,1,10,3520
12,4,6,1,9,9542
12,4,7,1,8,17928
12,4,8,1,8,20675
12,4,9,1,8,19593
12,4,10,1,9,17906
12,4,11,1,9,17610
12,4,12,1,9,18106
12,4,13,1,9,18290
12,4,14,1,9,19150
12,4,15,1,9,17477
12,4,16,1,9,14446
12,4,17,1,9,18572
12,4,18,1,9,23137
12,4,19,1,8,24587
12,4,20,1,8,24383
12,4,21,1,8,25240
12,4,22,1,8,23581
12,4,23,2,7,20722
12,5,0,1,7,15420
12,5,1,1,7,10019
12,5,2,1,7,6204
12,5,3,1,7,4032
12,5,4,1,7,3160
12,5,5,1,6,3631
12,5,6,1,7,9189
12,5,7,1,7,16762
12,5,8,1,7,19696
12,5,9,1,7,19151
12,5,10,1,8,17680
12,5,11,1,8,17657
12,5,12,1,9,17499
12,5,13,1,10,17454
12,5,14,1,11,19265
12,5,15,1,11,17648
12,5,16,1,11,14652
12,5,17,1,10,19361
12,5,18,1,9,23981
12,5,19,1,8,25060
12,5,20,1,8,24339
12,5,21,1,8,24131
12,5,22,1,8,24790
12,5,23,1,7,24001
12,6,0,1,7,21984
12,6,1,1,7,18591
12,6,2,1,7,15377
12,6,3,1,6,10780
12,6,4,1,6,6550
12,6,5,1,6,3190
12,6,6,1,5,3822
12,6,7,1,5,6542
12,6,8,1,6,10257
12,6,9,1,6,14299
12,6,10,1,7,17209
12,6,11,1,8,19514
12,6,12,1,9,20900
12,6,13,1,10,21924
12,6,14,1,11,21191
12,6,15,1,10,21477
12,6,16,1,10,18373
12,6,17,1,10,20107
12,6,18,1,9,22730
12,6,19,1,9,23680
12,6,20,1,9,21460
12,6,21,1,9,21200
12,6,22,1,8,22940
12,6,23,1,8,23327
12,7,0,1,8,22517
12,7,1,1,7,20663
12,7,2,1,6,17395
12,7,3,1,6,12808
12,7,4,1,6,7795
12,7,5,1,6,3295
12,7,6,1,4,3186
12,7,7,1,5,4614
12,7,8,1,4,7629
12,7,9,1,6,11891
12,7,10,1,8,16678
12,7,11,1,9,18842
12,7,12,1,10,20491
12,7,13,1,11,19892
12,7,14,1,12,20010
12,7,15,1,12,19712
12,7,16,1,11,18616
12,7,17,1,11,19346
12,7,18,1,10,19685
12,7,19,1,10,18626
12,7,20,1,10,16693
12,7,21,1,9,15869
12,7,22,1,9,13538
12,7,23,1,9,9875
12,1,0,1,8,6057
12,1,1,1,7,3583
12,1,2,1,7,2202
12,1,3,1,7,1629
12,1,4,1,7,1915
12,1,5,1,7,3585
12,1,6,1,6,9235
12,1,7,1,7,16492
12,1,8,1,6,18974
12,1,9,1,7,17990
12,1,10,1,8,16338
12,1,11,1,9,16245
12,1,12,1,10,16598
12,1,13,1,12,16694
12,1,14,1,12,18073
12,1,15,1,12,18001
12,1,16,1,12,15793
12,1,17,1,11,19226
12,1,18,1,10,22905
12,1,19,1,10,23202
12,1,20,1,9,22150
12,1,21,1,9,22364
12,1,22,1,8,20042
12,1,23,1,7,14351
12,2,0,1,7,8155
12,2,1,1,6,4752
12,2,2,1,6,2862
12,2,3,1,6,1970
12,2,4,1,6,1942
12,2,5,1,5,3317
12,2,6,1,5,9495
12,2,7,1,5,16677
12,2,8,1,6,19483
12,2,9,1,6,18418
12,2,10,1,6,16944
12,2,11,1,7,16716
12,2,12,1,8,17066
12,2,13,1,8,16955
12,2,14,1,9,18035
12,2,15,1,8,16923
12,2,16,1,8,13416
12,2,17,1,7,16628
12,2,18,1,7,21138
12,2,19,1,7,22438
12,2,20,1,6,23277
12,2,21,1,7,24407
12,2,22,1,6,21953
12,2,23,1,6,18156
12,3,0,1,5,10913
12,3,1,1,5,5857
12,3,2,1,5,3631
12,3,3,1,5,2250
12,3,4,1,5,2195
12,3,5,1,6,3360
12,3,6,1,6,9523
12,3,7,1,6,17113
12,3,8,1,7,19801
12,3,9,1,8,18886
12,3,10,1,8,17093
12,3,11,1,9,17386
12,3,12,1,9,17451
12,3,13,1,10,16886
12,3,14,1,11,17743
12,3,15,1,11,15843
12,3,16,1,11,12795
12,3,17,1,11,16578
12,3,18,1,11,21661
12,3,19,1,12,23153
12,3,20,1,12,23221
12,3,21,1,12,24591
12,3,22,1,12,22874
12,3,23,1,13,19369
12,4,0,1,13,13185
12,4,1,1,13,7488
12,4,2,1,13,4515
12,4,3,2,12,2766
12,4,4,1,12,2424
12,4,5,1,12,3498
12,4,6,1,12,9550
12,4,7,1,11,17477
12,4,8,1,11,19732
12,4,9,1,11,18664
12,4,10,1,12,16852
12,4,11,1,13,17286
12,4,12,1,13,17101
12,4,13,1,14,17017
12,4,14,1,15,17930
12,4,15,1,15,16745
12,4,16,1,15,13167
12,4,17,1,14,17544
12,4,18,1,14,22545
12,4,19,1,13,24294
12,4,20,1,13,24263
12,4,21,1,12,24818
12,4,22,1,12,22929
12,4,23,1,13,20705
12,5,0,1,12,18531
12,5,1,1,12,12621
12,5,2,1,12,7936
12,5,3,1,12,4731
12,5,4,1,12,3491
12,5,5,1,11,3808
12,5,6,1,11,9076
12,5,7,1,10,16592
12,5,8,1,11,19339
12,5,9,1,12,17888
12,5,10,1,14,16859
12,5,11,1,13,16955
12,5,12,1,13,16619
12,5,13,1,14,17359
12,5,14,1,16,18391
12,5,15,1,16,16581
12,5,16,1,15,13973
12,5,17,1,16,18001
12,5,18,1,16,22916
12,5,19,1,15,24128
12,5,20,1,14,23230
12,5,21,1,14,23775
12,5,22,1,14,24170
12,5,23,1,14,23146
12,6,0,1,14,20887
12,6,1,1,14,18807
12,6,2,1,13,15437
12,6,3,1,13,10876
12,6,4,1,13,6750
12,6,5,1,14,3261
12,6,6,1,14,3650
12,6,7,1,13,6217
12,6,8,1,14,9607
12,6,9,1,14,14163
12,6,10,1,16,18140
12,6,11,1,17,20367
12,6,12,1,18,22148
12,6,13,1,19,22484
12,6,14,1,18,21961
12,6,15,2,18,20638
12,6,16,1,17,16626
12,6,17,1,17,18448
12,6,18,1,17,21630
12,6,19,1,17,21640
12,6,20,1,16,19950
12,6,21,1,16,20105
12,6,22,1,17,21344
12,6,23,1,17,20968
12,7,0,1,17,19555
12,7,1,1,17,19207
12,7,2,1,17,15890
12,7,3,1,16,11874
12,7,4,1,17,7543
12,7,5,1,17,3470
12,7,6,1,16,3410
12,7,7,1,15,4846
12,7,8,1,15,7789
12,7,9,1,17,11681
12,7,10,1,18,16407
12,7,11,1,19,18669
12,7,12,1,19,19735
12,7,13,1,19,19117
12,7,14,1,19,19245
12,7,15,1,17,18191
12,7,16,1,16,15532
12,7,17,1,14,16191
12,7,18,1,14,17134
12,7,19,1,14,17180
12,7,20,1,13,15897
12,7,21,1,13,15497
12,7,22,1,13,13202
12,7,23,1,13,10281
12,1,0,1,13,6395
12,1,1,1,13,3655
12,1,2,1,13,2503
12,1,3,1,12,1859
12,1,4,1,12,2095
12,1,5,1,12,3502
12,1,6,1,12,9417
12,1,7,1,12,15984
12,1,8,1,12,18248
12,1,9,1,12,17081
12,1,10,1,12,15282
12,1,11,1,14,15474
12,1,12,1,14,16074
12,1,13,1,16,16264
12,1,14,1,16,17353
12,1,15,1,18,17269
12,1,16,1,16,15566
12,1,17,1,16,18563
12,1,18,1,16,23192
12,1,19,2,18,26457
12,1,20,2,17,22800
12,1,21,2,17,21868
12,1,22,2,17,19340
12,1,23,2,18,13732
12,2,0,2,19,8567
12,2,1,1,19,4898
12,2,2,1,20,2959
12,2,3,2,18,1876
12,2,4,1,18,1947
12,2,5,1,17,3429
12,2,6,1,17,9437
12,2,7,1,16,17088
